sedasch,cs_mn_avg_ol,gslo,gshi,virtual,total,stuteratio,stitlei,totmenrol,totfenrol,stateabb,type,level,charter,magnet,urbanicity,locale,totenrl,perwht,pernam,perasn,perhsp,perblk,perfl,perrl,gifted_flag,lep_flag,sped_flag,avgrdall,ipr_est
10000601585,,06,12,Not a virtual school,626.0,20.03,Yes,319.0,307.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Fringe",626.0,0.9256866,0.0016155089,0.0016155089,0.051696286,0.019386107,0.58466452,0.078274757,0,0,0,89.0,329
10001200884,,02,03,Not a virtual school,373.0,18.65,Yes,170.0,203.0,AL,Regular School,Elementary,0.0,0.0,Town,"Town, Distant",353.40103,0.68695027,0.0037693917,0.0058351317,0.28481174,0.01863347,0.61401021,0.080260918,0,0,0,176.58934,215
10001302401,,KG,05,Not a virtual school,412.0,16.48,Not Applicable,213.0,199.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",405.121,0.79087663,0.0065392847,0.028753404,0.031361826,0.14246888,0.11358025,0.054322865,0,0,0,70.255966,366
10001302402,,KG,05,Not a virtual school,523.0,16.87,Not Applicable,274.0,249.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",517.55847,0.87921023,0.0049497397,0.028713385,0.010891731,0.076234914,0.057971016,0.0057971012,0,0,0,89.354591,342
10018802428,,06,08,Not a virtual school,269.0,22.89,Yes,159.0,110.0,AL,Regular School,Middle,0.0,0.0,Suburb,"Suburb, Large",269.0,0.18250951,0.0,0.0,0.030418251,0.78707224,0.5463143,0.062311847,0,0,0,89.666664,91
10019001460,,PK,03,Not a virtual school,852.0,15.08,Yes,439.0,413.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",944.69379,0.6013419,0.0021904823,0.0092630507,0.23082659,0.15637796,0.38391343,0.049129881,0,0,0,239.04987,344
10019001815,,PK,03,Not a virtual school,856.0,14.38,No,416.0,440.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",943.73773,0.66505665,0.002105793,0.015023995,0.13563,0.18218355,0.30425081,0.052178532,0,0,0,237.44687,342
10019002149,,06,06,Not a virtual school,497.0,22.61,Not Applicable,267.0,230.0,AL,Regular School,Middle,0.0,0.0,Suburb,"Suburb, Large",484.60651,0.65018296,0.00070574647,0.012714062,0.15263201,0.1837652,0.32254362,0.056244262,0,0,0,484.27045,284
10019402396,,KG,05,Not a virtual school,891.0,18.37,Yes,448.0,443.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",857.88965,0.50960219,0.0066132331,0.031864088,0.31908894,0.13283151,0.34267366,0.044950381,0,0,0,142.65324,366
10019502424,,07,10,Not a virtual school,481.0,20.31,No,243.0,238.0,AL,Regular School,,0.0,0.0,Rural,"Rural, Fringe",481.0,0.46008402,0.0063025211,0.063025214,0.073529415,0.39705881,0.1891892,0.052712362,0,0,0,135.0,499
10021000037,,08,09,Not a virtual school,1305.0,17.06,Not Applicable,688.0,617.0,AL,Regular School,,0.0,0.0,City,"City, Small",1139.0027,0.60012114,0.0022434904,0.095885053,0.030644342,0.27110597,0.22751983,0.035825685,0,0,0,572.5946,387
10021002440,,07,07,Not a virtual school,662.0,21.35,Not Applicable,339.0,323.0,AL,Regular School,Middle,0.0,0.0,City,"City, Small",662.0,0.62290078,0.0015267176,0.11145038,0.025954198,0.23816794,0.21450152,0.040785499,0,0,0,662.0,341
10024000046,,09,12,Not a virtual school,592.0,19.1,Not Applicable,309.0,283.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Distant",591.32336,0.84345537,0.0017004322,0.004540564,0.014738599,0.13556501,0.31091014,0.091577165,0,0,0,61.852272,289
10027001709,,PK,03,Not a virtual school,684.0,17.23,Yes,346.0,338.0,AL,Regular School,Elementary,0.0,0.0,City,"City, Small",637.00983,0.72219741,0.00098931033,0.01234991,0.042397186,0.22206619,0.37808734,0.083684683,0,0,0,150.87027,356
10027001711,,PK,03,Not a virtual school,1121.0,16.98,Not Applicable,600.0,521.0,AL,Regular School,Elementary,0.0,0.0,City,"City, Small",971.47546,0.83379179,0.0027045121,0.012548995,0.040258542,0.11069616,0.22696283,0.032438971,0,0,0,264.4118,492
10030000074,,07,12,Not a virtual school,328.0,14.91,Yes,168.0,160.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Remote",351.93893,0.035340365,0.00095419842,0.001908397,0.095539488,0.86625755,0.77168024,0.055347711,0,0,0,56.549618,135
10042000208,,08,12,Not a virtual school,862.0,18.69,Yes,427.0,435.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Distant",881.56238,0.97014236,0.0028628653,0.0019457742,0.0081352415,0.016913772,0.27038088,0.086412735,0,0,0,193.50632,293
10048000218,,09,12,Not a virtual school,398.0,15.31,Yes,192.0,206.0,AL,Regular School,High,0.0,0.0,Town,"Town, Distant",607.56494,0.00099933275,0.0,0.00033311127,0.025316456,0.97335112,0.92137229,0.03932279,0,0,0,126.78752,111
10054002429,,05,08,Not a virtual school,583.0,21.2,Not Applicable,305.0,278.0,AL,Regular School,Middle,0.0,0.0,Rural,"Rural, Fringe",583.0,0.81379312,0.0086206896,0.0068965517,0.031034483,0.13965517,0.48885077,0.051457975,0,0,0,145.0,241
10066000262,,09,12,Not a virtual school,643.0,20.82,Yes,328.0,315.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Distant",788.97168,0.73452145,0.0010941381,0.0034598338,0.16120115,0.099723466,0.49909157,0.0703125,0,0,0,181.69676,216
10066002437,,04,06,Not a virtual school,563.0,,Yes,295.0,268.0,AL,Regular School,Middle,0.0,0.0,Rural,"Rural, Distant",563.0,0.57536763,0.0,0.0036764706,0.33823529,0.082720585,0.6625222,0.074600354,0,0,0,187.66667,185
10102000458,,KG,03,Not a virtual school,494.0,17.64,Yes,251.0,243.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Distant",483.10245,0.92380297,0.0037678743,0.0014733633,0.068862319,0.0020934385,0.52965575,0.092424624,0,0,0,123.54998,262
10123000445,,09,12,Not a virtual school,1205.0,18.07,Yes,590.0,615.0,AL,Regular School,High,0.0,0.0,City,"City, Small",1155.0,0.37706342,0.0017376195,0.0060816682,0.019113814,0.59600347,0.60692638,0.080519482,0,0,0,,98
10129000471,,09,12,Not a virtual school,1187.0,19.78,Not Applicable,632.0,555.0,AL,Regular School,High,0.0,0.0,Town,"Town, Fringe",1103.0,0.63519704,0.0045829513,0.010999084,0.024747938,0.32447296,0.36174071,0.071622849,0,0,0,,337
10135001661,,PK,03,Not a virtual school,502.0,15.69,Yes,252.0,250.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Fringe",502.0,0.16064255,0.018072288,0.012048192,0.016064256,0.79317272,0.81274903,0.053784862,0,0,0,127.0,126
10168001452,,PK,03,Not a virtual school,358.0,15.57,Yes,191.0,167.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Distant",299.8522,0.0020352537,0.00067796611,0.0023728814,0.0030544298,0.9918595,0.78237289,0.051043786,0,0,0,69.585762,209
10180002425,,PK,06,Not a virtual school,550.0,17.74,Yes,298.0,252.0,AL,Regular School,Elementary,0.0,0.0,City,"City, Midsize",576.08698,0.06432379,0.014637637,0.0027033114,0.18442151,0.73391378,0.94999963,0.0126754,0,0,0,70.239128,91
10189002434,,07,08,Not a virtual school,428.0,20.54,Not Applicable,223.0,205.0,AL,Regular School,Middle,0.0,0.0,Town,"Town, Distant",428.0,0.74584323,0.002375297,0.014251782,0.080760092,0.1567696,0.43224299,0.046728972,0,0,0,213.0,238
10192000698,,09,12,Not a virtual school,537.0,17.9,Not Applicable,298.0,239.0,AL,Regular School,Other,0.0,0.0,Rural,"Rural, Distant",1098.2332,0.99271405,0.0,0.0018214936,0.0054644807,0.0,0.17167577,0.071038254,0,0,0,65.838188,334
10192000725,,09,12,Not a virtual school,1058.0,18.4,Not Applicable,561.0,497.0,AL,Regular School,Other,0.0,0.0,Rural,"Rural, Fringe",1640.5258,0.5129534,0.0012191405,0.0018287108,0.046022553,0.43797621,0.30844256,0.076501071,0,0,0,251.33333,370
10192002421,,06,08,Not a virtual school,282.0,16.11,Not Applicable,134.0,148.0,AL,Regular School,Middle,0.0,0.0,Suburb,"Suburb, Large",257.08661,0.50404948,0.0,0.025660856,0.055343084,0.41494659,0.25590551,0.098425195,1,0,0,85.695541,309
10195000757,,PK,03,Not a virtual school,328.0,16.02,Yes,175.0,153.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Remote",333.10049,0.8586694,0.0,0.00030549936,0.026723953,0.11430114,0.54693139,0.09506619,0,0,0,78.500298,150
10204000783,,09,12,Not a virtual school,597.0,19.26,Yes,282.0,315.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Fringe",744.83063,0.69265962,0.23474811,0.0013566926,0.0088227,0.062412899,0.32249323,0.10162602,0,0,0,138.42276,295
10210002422,,PK,05,Not a virtual school,350.0,13.16,Yes,186.0,164.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Fringe",350.0,0.39156628,0.0,0.0,0.38855422,0.21987952,0.69428569,0.057142857,0,0,0,56.333332,234
10210002431,,PK,05,Not a virtual school,381.0,15.21,Yes,197.0,184.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Distant",381.0,0.88346881,0.0,0.0054200543,0.078590788,0.032520324,0.48556429,0.044619422,0,0,0,61.666668,306
10219001863,,PK,03,Not a virtual school,455.0,16.49,Yes,229.0,226.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Fringe",511.1481,0.0024066034,0.0,0.0013954787,0.007596402,0.98860151,0.86366355,0.059822436,0,0,0,120.12301,165
10237000969,,06,12,Not a virtual school,720.0,17.56,Yes,401.0,319.0,AL,Regular School,High,0.0,0.0,City,"City, Midsize",746.37225,0.0080847461,0.00067418854,0.0,0.0047151707,0.98652589,0.85244805,0.023671677,0,0,0,83.103958,165
10237001414,,PK,02,Not a virtual school,537.0,16.78,Not Applicable,272.0,265.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Fringe",1022.1918,0.80894828,0.00049304409,0.025546918,0.019645618,0.14536615,0.24657534,0.040606655,0,0,0,175.57535,337
10243001753,,PK,02,Not a virtual school,615.0,14.64,Yes,308.0,307.0,AL,Regular School,Elementary,0.0,0.0,City,"City, Midsize",754.67761,0.019579103,0.0,0.010247912,0.1109865,0.85918647,0.81399471,0.062444638,0,0,0,184.08769,196
10248001050,,PK,08,Not a virtual school,221.0,12.28,Yes,136.0,85.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Fringe",263.69479,0.92568028,0.0066713686,0.0011687117,0.028970972,0.03750867,0.62384969,0.10391104,0,0,1,28.142128,279
10265001541,,07,07,Not a virtual school,292.0,20.49,Not Applicable,145.0,147.0,AL,Regular School,Middle,0.0,0.0,Town,"Town, Distant",310.87717,0.847929,0.0012948834,0.0052062338,0.025680566,0.11988934,0.44570136,0.075630255,0,0,0,309.63544,255
10265001570,,08,08,Not a virtual school,274.0,19.23,Not Applicable,144.0,130.0,AL,Regular School,Middle,0.0,0.0,Rural,"Rural, Fringe",310.2796,0.84784007,0.0012965337,0.006164643,0.023023678,0.12167507,0.4355987,0.079935275,0,0,0,309.65567,256
10270001092,,08,08,Not a virtual school,437.0,18.6,Yes,228.0,209.0,AL,Regular School,Middle,0.0,0.0,Rural,"Rural, Fringe",456.01013,0.28177992,0.0022806218,0.003378401,0.044504702,0.66805637,0.65638769,0.064977974,0,0,0,455.82114,96
10273001098,,09,12,Not a virtual school,260.0,16.12,Yes,132.0,128.0,AL,Regular School,High,0.0,0.0,Rural,"Rural, Remote",502.0,0.0039840341,0.0,0.0,0.0,0.99601597,0.78087652,0.10956176,0,0,0,94.5,112
10282002171,,PK,03,Not a virtual school,301.0,15.05,Yes,155.0,146.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Distant",284.91672,0.65625757,0.0029615578,0.0011848428,0.12157443,0.2180216,0.6674487,0.04809384,0,0,0,65.2827,195
10282002438,,PK,06,Not a virtual school,343.0,15.24,Yes,153.0,190.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Remote",343.0,0.88690478,0.0029761905,0.0,0.065476194,0.044642858,0.5218659,0.058309037,0,0,0,47.0,274
10285001128,,PK,03,Not a virtual school,503.0,17.34,Yes,249.0,254.0,AL,Regular School,Elementary,0.0,0.0,Town,"Town, Distant",488.58008,0.56298047,0.0018466406,0.006155082,0.012106336,0.41691148,0.61923313,0.047832806,0,0,0,114.61595,189
10297001153,,06,06,Not a virtual school,240.0,20.0,Yes,117.0,123.0,AL,Regular School,Middle,0.0,1.0,Town,"Town, Distant",278.67654,0.0043375073,0.0,0.0010830325,0.0010857066,0.99349374,0.84801441,0.031632066,0,0,0,278.39496,116
10303001169,,KG,02,Not a virtual school,682.0,15.68,Yes,382.0,300.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",749.30029,0.65563524,0.0005592432,0.0057681743,0.062107265,0.27593008,0.37211797,0.10348526,0,0,0,182.35201,289
10303001621,,PK,03,Not a virtual school,605.0,15.84,Not Applicable,310.0,295.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",634.2478,0.6702016,0.0023113983,0.057091262,0.10040154,0.16999421,0.19642575,0.039696347,0,0,0,158.9875,495
10303001804,,PK,03,Not a virtual school,729.0,16.53,Not Applicable,389.0,340.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",735.0835,0.80690682,0.0016519324,0.051028613,0.080968656,0.059444003,0.13521627,0.03042707,0,0,0,196.36826,523
10306201779,,PK,03,Not a virtual school,886.0,16.11,Not Applicable,471.0,415.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",788.70081,0.82681602,0.0015810817,0.015237151,0.045870598,0.11049518,0.36051995,0.046132281,0,0,0,188.3042,327
10321002433,,PK,06,Not a virtual school,466.0,19.83,Yes,256.0,210.0,AL,Regular School,Elementary,0.0,0.0,Rural,"Rural, Distant",466.0,0.72331154,0.0,0.0,0.015250545,0.26143792,0.54291844,0.05364807,0,0,0,64.5,191
10324001238,,09,12,Not a virtual school,551.0,16.21,Not Applicable,280.0,271.0,AL,Regular School,High,0.0,0.0,Town,"Town, Distant",532.0,0.68984962,0.0018796993,0.011278195,0.0075187972,0.28947368,0.42293233,0.090225562,0,0,0,,209
10343001302,,PK,03,Not a virtual school,808.0,16.83,Not Applicable,427.0,381.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",759.5567,0.86969227,0.0010692343,0.026632447,0.02704186,0.075564221,0.077829249,0.018663136,0,0,0,183.50549,622
10343001303,,PK,03,Not a virtual school,779.0,16.93,Not Applicable,406.0,373.0,AL,Regular School,Elementary,0.0,0.0,Suburb,"Suburb, Large",740.27557,0.80044019,0.00027223604,0.10587024,0.028164225,0.065253086,0.068280742,0.021626769,0,0,0,180.63057,517
20000100620,,05,12,Not a virtual school,9.0,4.23,Yes,8.0,1.0,AK,Other/Alt School,High,0.0,0.0,Town,"Town, Remote",16.491228,0.0,1.0,0.0,0.0,0.0,0.67732859,0.077598661,0,1,1,2.9471154,376
20000700004,,PK,12,Not a virtual school,13.0,6.63,Yes,7.0,6.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.574074,0.10205086,0.88868988,0.0,0.0,0.0092592593,0.70602262,0.084738232,0,0,0,1.3271605,349
20000700007,,PK,12,Not a virtual school,6.0,4.32,Yes,3.0,3.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",10.1,0.18875,0.81124997,0.0,0.0,0.0,0.72502744,0.088185377,0,0,0,1.5287499,288
20001000005,,KG,12,Not a virtual school,12.0,6.0,Not Applicable,8.0,4.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",12.616161,0.030303037,0.96969694,0.0,0.0,0.0,0.78601664,0.092518985,0,0,0,1.4833333,485
20005000024,,PK,12,Not a virtual school,10.0,11.11,Yes,5.0,5.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.948276,0.197318,0.69061303,0.0,0.0086206896,0.10344828,0.61801136,0.11960737,0,0,0,1.7492816,262
20018000714,,06,12,Not a virtual school,100.0,24.39,Yes,49.0,51.0,AK,Other/Alt School,High,0.0,0.0,City,"City, Large",77.805367,0.24707307,0.37886399,0.079033442,0.14291862,0.15211087,0.64904088,0.10554684,0,0,0,2.6108949,369
20027000670,,KG,12,Not a virtual school,16.0,100.0,Not Applicable,6.0,10.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.774775,0.93693691,0.027027028,0.027027028,0.0090090092,0.0,0.3562389,0.1001882,0,0,0,1.7432432,335
20039000155,,KG,12,Not a virtual school,15.0,15.0,Not Applicable,7.0,8.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",14.394958,0.98319328,0.016806724,0.0,0.0,0.0,0.16654161,0.090280876,0,0,0,1.6455182,294
20039000159,,PK,12,Not a virtual school,17.0,14.91,No,10.0,7.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Distant",16.214285,0.92591834,0.074081637,0.0,0.0,0.0,0.38569021,0.14750895,0,0,0,1.4913095,724
20039000168,,PK,12,Not a virtual school,33.0,13.58,Yes,23.0,10.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",25.619719,0.05127804,0.89071715,0.0,0.058004819,0.0,0.65518129,0.096439511,0,0,0,1.9107981,156
20048000180,,KG,12,Not a virtual school,19.0,9.5,Yes,7.0,12.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",20.977901,4.5485589e-09,0.9775936,0.0,0.016574586,0.0058317985,0.71825743,0.11483786,0,0,0,1.8025782,297
20048000187,,KG,12,Not a virtual school,13.0,6.5,Yes,8.0,5.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.99187,0.21138211,0.78861791,0.0,0.0,0.0,0.69260395,0.16311109,0,0,0,1.9071816,301
20048000402,,M ,M ,Not Applicable,,,Not Applicable,,,AK,Regular School,Other,0.0,0.0,Town,"Town, Remote",11.145454,0.85996324,0.099632695,0.0,0.04040404,0.0,0.45120579,0.10177299,0,0,0,1.5848485,338
20048000405,,KG,12,Not a virtual school,9.0,4.5,Not Applicable,5.0,4.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",12.407408,0.0092592612,0.99074072,0.0,0.0,0.0,0.66666669,0.10339433,0,0,0,1.6626543,296
20048500193,,PK,12,Not a virtual school,13.0,6.19,Yes,8.0,5.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",15.896,0.27815384,0.6892308,0.032615386,0.0,0.0,0.52344656,0.27776149,0,0,0,1.788,192
20048500195,,PK,12,Not a virtual school,21.0,8.94,Yes,9.0,12.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",21.342245,0.026737969,0.96256685,0.0,0.010695187,0.0,0.59846008,0.11170267,0,0,0,1.5210339,219
20048500196,,M ,M ,Not Applicable,,,Not Applicable,,,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",12.811765,0.4061496,0.59385043,0.0,0.0,0.0,0.47058824,0.22270739,0,0,0,1.3941176,261
20048500197,,PK,12,Not a virtual school,19.0,6.57,Yes,7.0,12.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",17.923077,0.12450109,0.83813959,0.0,0.030571993,0.0067873304,0.49634129,0.23440897,0,0,0,1.4900641,272
20048500203,,PK,12,Not a virtual school,13.0,6.99,Yes,9.0,4.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",15.529411,0.055490553,0.94450945,0.0,0.0,0.0,0.51269078,0.19749536,0,0,0,1.3110294,192
20048500334,,PK,12,Not a virtual school,22.0,7.69,Yes,11.0,11.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",23.641148,0.05885515,0.93119657,0.00994829,0.0,0.0,0.76266205,0.09749233,0,0,0,1.7964115,188
20048500473,,KG,12,Not a virtual school,7.0,46.67,Yes,5.0,2.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",11.484848,0.48484847,0.5151515,0.0,0.0,0.0,0.5853442,0.091678545,0,0,0,1.5732323,376
20051000425,,07,12,Not a virtual school,176.0,20.66,Yes,101.0,75.0,AK,Other/Alt School,High,0.0,0.0,Rural,"Rural, Fringe",182.99452,0.62942553,0.30799669,0.014281913,0.011337983,0.036957882,0.48219177,0.049315069,0,0,0,13.471232,511
20052000241,,PK,12,Not a virtual school,46.0,16.73,Yes,25.0,21.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",43.18182,0.012987014,0.98441559,0.0025974025,0.0,0.0,0.83520561,0.059270903,0,0,0,3.6796536,147
20052000245,,PK,12,Not a virtual school,13.0,6.5,Yes,9.0,4.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",16.028986,0.079710141,0.9130435,0.0,0.0072463769,0.0,0.78302759,0.10891016,0,0,0,1.7835749,154
20052000246,,PK,12,Not a virtual school,18.0,9.57,Yes,9.0,9.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",15.811594,0.014492757,0.98550725,0.0,0.0,0.0,0.79203516,0.10853701,0,0,0,1.7886473,135
20057000332,,05,12,Not a virtual school,2.0,3.33,Yes,2.0,0.0,AK,Other/Alt School,Other,0.0,0.0,Town,"Town, Remote",8.6470585,0.0,0.9852941,0.0,0.014705882,0.0,0.73750854,0.068417653,0,0,1,1.6333333,315
20062500748,,KG,12,Not a virtual school,42.0,75.0,Yes,24.0,18.0,AK,Regular School,Other,0.0,0.0,Town,"Town, Remote",33.642857,0.060317457,0.93968254,0.0,0.0,0.0,0.67313141,0.1566577,0,0,0,1.8464286,185
20067000307,,M ,M ,Not Applicable,,,Not Applicable,,,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",12.957447,0.031914901,0.96808511,0.0,0.0,0.0,0.72795922,0.091335274,0,0,0,1.4189717,303
20070000314,,PK,12,Not a virtual school,15.0,11.54,Yes,7.0,8.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",19.078947,0.86756414,0.060067449,0.0065789479,0.065789476,0.0,0.40789473,0.20067994,0,0,0,1.7549342,262
20070000322,,PK,12,Not a virtual school,10.0,4.76,Yes,6.0,4.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",11.22,0.94999999,0.030000001,0.0,0.020000001,0.0,0.56925595,0.15528366,0,0,0,1.6191666,281
20070000428,,PK,12,Not a virtual school,11.0,5.5,Yes,4.0,7.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",10.813953,0.93023258,0.069767445,0.0,0.0,0.0,0.32524461,0.30423421,0,0,0,1.4054264,309
20070000484,,PK,12,Not a virtual school,22.0,10.73,Yes,13.0,9.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",17.016394,0.66120219,0.13306011,0.011270491,0.19446722,0.0,0.47540984,0.15613364,0,0,1,1.4879781,305
20070000526,,PK,12,Not a virtual school,18.0,9.47,Yes,10.0,8.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.545455,0.95602965,0.0,0.0,0.043970317,0.0,0.6464501,0.23047043,0,0,0,1.7339827,330
20071000331,,PK,12,Not a virtual school,14.0,28.0,Yes,8.0,6.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",11.983051,0.087570615,0.91242939,0.0,0.0,0.0,0.69491529,0.14036228,0,0,0,1.8144068,149
20073000490,,KG,12,Not a virtual school,20.0,5.0,Yes,13.0,7.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",15.762589,0.27716693,0.7228331,0.0,0.0,0.0,0.68371648,0.079416364,0,0,0,1.8543166,302
20076000352,,PK,12,Not a virtual school,21.0,6.48,Yes,6.0,15.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",17.280001,0.07333333,0.92666668,0.0,0.0,0.0,0.74516308,0.10296887,0,0,0,1.5615555,160
20076000353,,PK,12,Not a virtual school,15.0,12.0,Yes,8.0,7.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",16.762962,1.6556846e-09,0.99259257,0.0,0.0,0.0074074077,0.74070436,0.13279042,0,1,0,2.0687654,135
20076000491,,PK,02,Not a virtual school,72.0,24.0,Yes,39.0,33.0,AK,Regular School,Elementary,0.0,0.0,Rural,"Rural, Remote",43.974873,0.0,1.0,0.0,0.0,0.0,0.81407034,0.064886466,0,1,0,9.559783,153
20077500360,,PK,12,Not a virtual school,12.0,6.0,Yes,7.0,5.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",16.114286,0.06428571,0.9357143,0.0,0.0,0.0,0.7813971,0.088908665,0,0,0,1.607381,119
20077500361,,PK,12,Not a virtual school,16.0,8.0,Yes,5.0,11.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",20.55801,0.10497238,0.88950276,0.0,0.0055248621,0.0,0.69662362,0.11649273,0,0,0,2.2058933,106
20077500552,,PK,12,Not a virtual school,13.0,13.0,Yes,3.0,10.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",12.233644,0.0,1.0,0.0,0.0,0.0,0.57904094,0.17633688,0,0,0,1.6225857,187
20080000371,,PK,12,Not a virtual school,22.0,9.09,Yes,13.0,9.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",18.65,0.099868834,0.87513119,0.0,0.025,0.0,0.79552519,0.10447424,0,0,0,1.7645833,405
20080000553,,PK,12,Not a virtual school,13.0,5.37,Yes,6.0,7.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",18.106667,0.24025972,0.75307363,0.0,0.0066666668,0.0,0.79115558,0.085615598,0,0,0,1.7056667,392
20084000749,,KG,12,Not a virtual school,14.0,66.67,Yes,4.0,10.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",16.278688,0.84688389,0.092320971,0.0,0.0,0.060795117,0.68928099,0.12052669,0,0,0,1.910929,286
20086200379,,PK,12,Not a virtual school,17.0,15.6,Yes,8.0,9.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.487395,0.0420168,0.9579832,0.0,0.0,0.0,0.82164282,0.081411093,0,0,0,1.6232493,175
20086200383,,PK,12,Not a virtual school,13.0,6.22,Yes,7.0,6.0,AK,Regular School,Other,0.0,0.0,Rural,"Rural, Remote",13.694215,0.64558166,0.35441831,0.0,0.0,0.0,0.67746323,0.097277351,0,0,0,1.6891185,194
40000101203,,M ,M ,Not Applicable,,,Not Applicable,,,AZ,Regular School,Middle,0.0,0.0,City,"City, Midsize",632.42633,0.88668776,0.003169572,0.034865294,0.067353405,0.00792393,0.067353405,0.020602219,0,0,0,210.80876,698
40002103446,,PK,05,Not a virtual school,313.0,22.36,Yes,165.0,148.0,AZ,Regular School,Elementary,0.0,0.0,Town,"Town, Distant",282.09497,0.98920935,0.0089838905,0.0,0.00180676,0.0,0.5672043,0.059139784,0,0,0,46.020309,123
40002601767,,PK,03,Not a virtual school,148.0,17.94,Not Applicable,78.0,70.0,AZ,Regular School,Elementary,0.0,0.0,Rural,"Rural, Remote",163.42918,0.80367279,0.023938078,0.0044730445,0.16468455,0.0032315103,0.5297479,0.10055767,0,0,0,38.636364,190
40031503318,,09,12,Not a virtual school,42.0,14.0,No,30.0,12.0,AZ,Regular School,High,0.0,0.0,Rural,"Rural, Fringe",70.760765,0.60127592,0.014415409,0.0,0.36032391,0.023984788,0.29785097,0.047317747,0,0,0,2.744019,287
